Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0x3383Fce9da41BcD93aAFa8bB74C729Ac8F2394D21.997172369061831746 MobLP 0.0007%,0x3383Fce9da41BcD93aAFa8bB74C729Ac8F2394D21.997172,0x3383Fce9da41BcD93aAFa8bB74C729Ac8F2394D21.997172369061831746 MobLP 0.0007, ,0x3383Fce9da41BcD93aAFa8bB74C729Ac8F2394D2, 0.0007,1.997172, ,407,1.997172,99.87,,0.5830945559,129.62%,,
0x02446A7eDa8401dB1e3Ad37060042b14910350f01.997172120967190949 MobLP 0.0007%,0x02446A7eDa8401dB1e3Ad37060042b14910350f01.997172,0x02446A7eDa8401dB1e3Ad37060042b14910350f01.997172120967190949 MobLP 0.0007, ,0x02446A7eDa8401dB1e3Ad37060042b14910350f0, 0.0007,1.997172, ,408,1.997172,99.87,,0.5845272206,129.94%,,
0x2c299D42a05aaAaE0fA6b55Eb1C89bdbA774af8D1.997170622478119405 MobLP 0.0007%,0x2c299D42a05aaAaE0fA6b55Eb1C89bdbA774af8D1.997170,0x2c299D42a05aaAaE0fA6b55Eb1C89bdbA774af8D1.997170622478119405 MobLP 0.0007, ,0x2c299D42a05aaAaE0fA6b55Eb1C89bdbA774af8D, 0.0007,1.997170, ,409,1.99717,99.87,,0.5859598854,130.25%,,
0xC5c62B53D2219eD6B36446aeC951c423d5654Bb81.997169126227592364 MobLP 0.0007%,0xC5c62B53D2219eD6B36446aeC951c423d5654Bb81.997169,0xC5c62B53D2219eD6B36446aeC951c423d5654Bb81.997169126227592364 MobLP 0.0007, ,0xC5c62B53D2219eD6B36446aeC951c423d5654Bb8, 0.0007,1.997169, ,410,1.997169,99.87,,0.5873925501,130.57%,,
0x5cA1d8383E2592b21FE2318981Ed230d1b2004F21.997165995326622433 MobLP 0.0007%,0x5cA1d8383E2592b21FE2318981Ed230d1b2004F21.997165,0x5cA1d8383E2592b21FE2318981Ed230d1b2004F21.997165995326622433 MobLP 0.0007, ,0x5cA1d8383E2592b21FE2318981Ed230d1b2004F2, 0.0007,1.997165, ,411,1.997165,99.87,,0.5888252149,130.89%,,
0xF299674eeFEa658eaD0CA7245eBF5e3315682DEd1.997165848168945898 MobLP 0.0007%,0xF299674eeFEa658eaD0CA7245eBF5e3315682DEd1.997165,0xF299674eeFEa658eaD0CA7245eBF5e3315682DEd1.997165848168945898 MobLP 0.0007, ,0xF299674eeFEa658eaD0CA7245eBF5e3315682DEd, 0.0007,1.997165, ,412,1.997165,99.87,,0.5902578797,131.21%,,
0xF0850ba9Bb1A694B86C0c11E8d983f789e54E08e1.997165701036295739 MobLP 0.0007%,0xF0850ba9Bb1A694B86C0c11E8d983f789e54E08e1.997165,0xF0850ba9Bb1A694B86C0c11E8d983f789e54E08e1.997165701036295739 MobLP 0.0007, ,0xF0850ba9Bb1A694B86C0c11E8d983f789e54E08e, 0.0007,1.997165, ,413,1.997165,99.87,,0.5916905444,131.53%,,
0x35d6dc9432f4CEBEF16ACdeca047B9AB3d293DA41.997165528885660807 MobLP 0.0007%,0x35d6dc9432f4CEBEF16ACdeca047B9AB3d293DA41.997165,0x35d6dc9432f4CEBEF16ACdeca047B9AB3d293DA41.997165528885660807 MobLP 0.0007, ,0x35d6dc9432f4CEBEF16ACdeca047B9AB3d293DA4, 0.0007,1.997165, ,414,1.997165,99.87,,0.5931232092,131.85%,,
0xB60654233c0e224d2E3e09F69C7B4f4dad95124B1.997163683179509125 MobLP 0.0007%,0xB60654233c0e224d2E3e09F69C7B4f4dad95124B1.997163,0xB60654233c0e224d2E3e09F69C7B4f4dad95124B1.997163683179509125 MobLP 0.0007, ,0xB60654233c0e224d2E3e09F69C7B4f4dad95124B, 0.0007,1.997163, ,415,1.997163,99.87,,0.5945558739,132.17%,,
0x1b36b983d9858D6Bd253fbBe642A93DE68b7cA7f1.997162201146318871 MobLP 0.0007%,0x1b36b983d9858D6Bd253fbBe642A93DE68b7cA7f1.997162,0x1b36b983d9858D6Bd253fbBe642A93DE68b7cA7f1.997162201146318871 MobLP 0.0007, ,0x1b36b983d9858D6Bd253fbBe642A93DE68b7cA7f, 0.0007,1.997162, ,416,1.997162,99.87,,0.5959885387,132.48%,,
0x3f5D0cBfB33e76281563A0CAbc27b70e38eEa9131.997146244857521561 MobLP 0.0007%,0x3f5D0cBfB33e76281563A0CAbc27b70e38eEa9131.997146,0x3f5D0cBfB33e76281563A0CAbc27b70e38eEa9131.997146244857521561 MobLP 0.0007, ,0x3f5D0cBfB33e76281563A0CAbc27b70e38eEa913, 0.0007,1.997146, ,417,1.997146,99.88,,0.5974212034,132.80%,,
0x1f69Ee6C9dB214362368608CD7D886Cc641422701.997143663785112529 MobLP 0.0007%,0x1f69Ee6C9dB214362368608CD7D886Cc641422701.997143,0x1f69Ee6C9dB214362368608CD7D886Cc641422701.997143663785112529 MobLP 0.0007, ,0x1f69Ee6C9dB214362368608CD7D886Cc64142270, 0.0007,1.997143, ,418,1.997143,99.88,,0.5988538682,133.12%,,
0xCf7b606c3ca51DA8eE720fe7F231090844Da6F421.995983381780126193 MobLP 0.0007%,0xCf7b606c3ca51DA8eE720fe7F231090844Da6F421.995983,0xCf7b606c3ca51DA8eE720fe7F231090844Da6F421.995983381780126193 MobLP 0.0007, ,0xCf7b606c3ca51DA8eE720fe7F231090844Da6F42, 0.0007,1.995983, ,419,1.995983,99.88,,0.600286533,133.44%,,
0xF9b4B549DEEeC46d72CB6d6d855e11E7B064526b1.995971416014080277 MobLP 0.0007%,0xF9b4B549DEEeC46d72CB6d6d855e11E7B064526b1.995971,0xF9b4B549DEEeC46d72CB6d6d855e11E7B064526b1.995971416014080277 MobLP 0.0007, ,0xF9b4B549DEEeC46d72CB6d6d855e11E7B064526b, 0.0007,1.995971, ,420,1.995971,99.88,,0.6017191977,133.76%,,
0x2D699FdbFB285C835175C9f25a2934Ad59deeBae1.995971403738965752 MobLP 0.0007%,0x2D699FdbFB285C835175C9f25a2934Ad59deeBae1.995971,0x2D699FdbFB285C835175C9f25a2934Ad59deeBae1.995971403738965752 MobLP 0.0007, ,0x2D699FdbFB285C835175C9f25a2934Ad59deeBae, 0.0007,1.995971, ,421,1.995971,99.88,,0.6031518625,134.08%,,
0x90406183B349e82Ed46BFC229fCF2cc1a4B50A311.995971391456559427 MobLP 0.0007%,0x90406183B349e82Ed46BFC229fCF2cc1a4B50A311.995971,0x90406183B349e82Ed46BFC229fCF2cc1a4B50A311.995971391456559427 MobLP 0.0007, ,0x90406183B349e82Ed46BFC229fCF2cc1a4B50A31, 0.0007,1.995971, ,422,1.995971,99.88,,0.6045845272,134.39%,,
0xe9D5159CcebB83048B11Bf3beb3A29afD87EDffD1.995971379177015169 MobLP 0.0007%,0xe9D5159CcebB83048B11Bf3beb3A29afD87EDffD1.995971,0xe9D5159CcebB83048B11Bf3beb3A29afD87EDffD1.995971379177015169 MobLP 0.0007, ,0xe9D5159CcebB83048B11Bf3beb3A29afD87EDffD, 0.0007,1.995971, ,423,1.995971,99.88,,0.606017192,134.71%,,
0x456729871a416B366595296990452F99C0900CC51.995971366900332658 MobLP 0.0007%,0x456729871a416B366595296990452F99C0900CC51.995971,0x456729871a416B366595296990452F99C0900CC51.995971366900332658 MobLP 0.0007, ,0x456729871a416B366595296990452F99C0900CC5, 0.0007,1.995971, ,424,1.995971,99.88,,0.6074498567,135.03%,,
0x16c60bf865Df89412D3fdbCD7Cbc53B9dFEbcfF51.995971354626511581 MobLP 0.0007%,0x16c60bf865Df89412D3fdbCD7Cbc53B9dFEbcfF51.995971,0x16c60bf865Df89412D3fdbCD7Cbc53B9dFEbcfF51.995971354626511581 MobLP 0.0007, ,0x16c60bf865Df89412D3fdbCD7Cbc53B9dFEbcfF5, 0.0007,1.995971, ,425,1.995971,99.88,,0.6088825215,135.35%,,
0x0a9C798069622553bce5e7eE39f8dC91F391E2f51.994454132869265727 MobLP 0.0007%,0x0a9C798069622553bce5e7eE39f8dC91F391E2f51.994454,0x0a9C798069622553bce5e7eE39f8dC91F391E2f51.994454132869265727 MobLP 0.0007, ,0x0a9C798069622553bce5e7eE39f8dC91F391E2f5, 0.0007,1.994454, ,426,1.994454,99.88,,0.6103151862,135.67%,,
0x1F7065133cE6a138edc59cC67D19A8e203194DE51.994148666614691752 MobLP 0.0007%,0x1F7065133cE6a138edc59cC67D19A8e203194DE51.994148,0x1F7065133cE6a138edc59cC67D19A8e203194DE51.994148666614691752 MobLP 0.0007, ,0x1F7065133cE6a138edc59cC67D19A8e203194DE5, 0.0007,1.994148, ,427,1.994148,99.88,,0.611747851,135.99%,,
0x6734a2Db2AEF31AB27ea4F28918484d06C9841891.993859433482244876 MobLP 0.0007%,0x6734a2Db2AEF31AB27ea4F28918484d06C9841891.993859,0x6734a2Db2AEF31AB27ea4F28918484d06C9841891.993859433482244876 MobLP 0.0007, ,0x6734a2Db2AEF31AB27ea4F28918484d06C984189, 0.0007,1.993859, ,428,1.993859,99.88,,0.6131805158,136.31%,,
0xeE031c468071fDdA24c470E8C48552Eb271445451.99225451091294501 MobLP 0.0007%,0xeE031c468071fDdA24c470E8C48552Eb271445451.992254,0xeE031c468071fDdA24c470E8C48552Eb271445451.99225451091294501 MobLP 0.0007, ,0xeE031c468071fDdA24c470E8C48552Eb27144545, 0.0007,1.992254, ,429,1.992254,99.88,,0.6146131805,136.62%,,
0xc0bBdE2496aA641384ed7dA1Eb963Fb2AFB298ed1.992218717433381868 MobLP 0.0007%,0xc0bBdE2496aA641384ed7dA1Eb963Fb2AFB298ed1.992218,0xc0bBdE2496aA641384ed7dA1Eb963Fb2AFB298ed1.992218717433381868 MobLP 0.0007, ,0xc0bBdE2496aA641384ed7dA1Eb963Fb2AFB298ed, 0.0007,1.992218, ,430,1.992218,99.88,,0.6160458453,136.94%,,
0x85b8927cEA8649e20f64a8C0192D0CE460605B941.992094371277731281 MobLP 0.0007%,0x85b8927cEA8649e20f64a8C0192D0CE460605B941.992094,0x85b8927cEA8649e20f64a8C0192D0CE460605B941.992094371277731281 MobLP 0.0007, ,0x85b8927cEA8649e20f64a8C0192D0CE460605B94, 0.0007,1.992094, ,431,1.992094,99.88,,0.61747851,137.26%,,
0xcb1B609958e6f02314869a67bebd25ffB719e84c1.991917867650320822 MobLP 0.0007%,0xcb1B609958e6f02314869a67bebd25ffB719e84c1.991917,0xcb1B609958e6f02314869a67bebd25ffB719e84c1.991917867650320822 MobLP 0.0007, ,0xcb1B609958e6f02314869a67bebd25ffB719e84c, 0.0007,1.991917, ,432,1.991917,99.89,,0.6189111748,137.58%,,
0x275F550939823266A949EC1ee0A50d1c7090d5fD1.99176226548731312 MobLP 0.0007%,0x275F550939823266A949EC1ee0A50d1c7090d5fD1.991762,0x275F550939823266A949EC1ee0A50d1c7090d5fD1.99176226548731312 MobLP 0.0007, ,0x275F550939823266A949EC1ee0A50d1c7090d5fD, 0.0007,1.991762, ,433,1.991762,99.89,,0.6203438395,137.90%,,
0x6600f440105b7a4EFA19Fb1340e75F4B83dB15E71.991757476824045956 MobLP 0.0007%,0x6600f440105b7a4EFA19Fb1340e75F4B83dB15E71.991757,0x6600f440105b7a4EFA19Fb1340e75F4B83dB15E71.991757476824045956 MobLP 0.0007, ,0x6600f440105b7a4EFA19Fb1340e75F4B83dB15E7, 0.0007,1.991757, ,434,1.991757,99.89,,0.6217765043,138.22%,,
0x754ce5462ca3dE5f6F97A94e78Aff7b85F92B5061.991624781116871456 MobLP 0.0007%,0x754ce5462ca3dE5f6F97A94e78Aff7b85F92B5061.991624,0x754ce5462ca3dE5f6F97A94e78Aff7b85F92B5061.991624781116871456 MobLP 0.0007, ,0x754ce5462ca3dE5f6F97A94e78Aff7b85F92B506, 0.0007,1.991624, ,435,1.991624,99.89,,0.6232091691,138.54%,,
0x55d51F3f4fa98D8E8Bde40193e102B9104A58efC1.991620776306565846 MobLP 0.0007%,0x55d51F3f4fa98D8E8Bde40193e102B9104A58efC1.991620,0x55d51F3f4fa98D8E8Bde40193e102B9104A58efC1.991620776306565846 MobLP 0.0007, ,0x55d51F3f4fa98D8E8Bde40193e102B9104A58efC, 0.0007,1.991620, ,436,1.99162,99.89,,0.6246418338,138.85%,,
0x5A2729340a358a33EaaD5cACf2eED3B782C24C1f1.9912987506128731 MobLP 0.0007%,0x5A2729340a358a33EaaD5cACf2eED3B782C24C1f1.991298,0x5A2729340a358a33EaaD5cACf2eED3B782C24C1f1.9912987506128731 MobLP 0.0007, ,0x5A2729340a358a33EaaD5cACf2eED3B782C24C1f, 0.0007,1.991298, ,437,1.991298,99.89,,0.6260744986,139.17%,,
0x5F25381905d8616464f4C761Ed41efDe131866eA1.991219881111325732 MobLP 0.0007%,0x5F25381905d8616464f4C761Ed41efDe131866eA1.991219,0x5F25381905d8616464f4C761Ed41efDe131866eA1.991219881111325732 MobLP 0.0007, ,0x5F25381905d8616464f4C761Ed41efDe131866eA, 0.0007,1.991219, ,438,1.991219,99.89,,0.6275071633,139.49%,,
0x3F13AE1386A816af70763488d39D10818D2131aD1.990614320244149136 MobLP 0.0007%,0x3F13AE1386A816af70763488d39D10818D2131aD1.990614,0x3F13AE1386A816af70763488d39D10818D2131aD1.990614320244149136 MobLP 0.0007, ,0x3F13AE1386A816af70763488d39D10818D2131aD, 0.0007,1.990614, ,439,1.990614,99.89,,0.6289398281,139.81%,,
0xD0C4C5b22279247b5FE5594AF733DFFD0eb872c11.990594499125156323 MobLP 0.0007%,0xD0C4C5b22279247b5FE5594AF733DFFD0eb872c11.990594,0xD0C4C5b22279247b5FE5594AF733DFFD0eb872c11.990594499125156323 MobLP 0.0007, ,0xD0C4C5b22279247b5FE5594AF733DFFD0eb872c1, 0.0007,1.990594, ,440,1.990594,99.89,,0.6303724928,140.13%,,
0xefC5aE14DEF5004D647e10F5D1594140abFa262B1.990408823710016519 MobLP 0.0007%,0xefC5aE14DEF5004D647e10F5D1594140abFa262B1.990408,0xefC5aE14DEF5004D647e10F5D1594140abFa262B1.990408823710016519 MobLP 0.0007, ,0xefC5aE14DEF5004D647e10F5D1594140abFa262B, 0.0007,1.990408, ,441,1.990408,99.89,,0.6318051576,140.45%,,
0x39a52B718b53E0782beA6A4e883a46dCefB6849f1.990372644710272691 MobLP 0.0007%,0x39a52B718b53E0782beA6A4e883a46dCefB6849f1.990372,0x39a52B718b53E0782beA6A4e883a46dCefB6849f1.990372644710272691 MobLP 0.0007, ,0x39a52B718b53E0782beA6A4e883a46dCefB6849f, 0.0007,1.990372, ,442,1.990372,99.89,,0.6332378223,140.76%,,
0xe82AA6a0EF51710f25B67391A2f67553130414Dc1.99036440399018733 MobLP 0.0007%,0xe82AA6a0EF51710f25B67391A2f67553130414Dc1.990364,0xe82AA6a0EF51710f25B67391A2f67553130414Dc1.99036440399018733 MobLP 0.0007, ,0xe82AA6a0EF51710f25B67391A2f67553130414Dc, 0.0007,1.990364, ,443,1.990364,99.89,,0.6346704871,141.08%,,
0x937C1a261Fd8cB90B8eA374171e48e119b7c70011.990360717959929788 MobLP 0.0007%,0x937C1a261Fd8cB90B8eA374171e48e119b7c70011.990360,0x937C1a261Fd8cB90B8eA374171e48e119b7c70011.990360717959929788 MobLP 0.0007, ,0x937C1a261Fd8cB90B8eA374171e48e119b7c7001, 0.0007,1.990360, ,444,1.99036,99.89,,0.6361031519,141.40%,,
0x661bd9e8e534c7D1CD9C7A30acb5C5f2D06472311.990114933549805893 MobLP 0.0007%,0x661bd9e8e534c7D1CD9C7A30acb5C5f2D06472311.990114,0x661bd9e8e534c7D1CD9C7A30acb5C5f2D06472311.990114933549805893 MobLP 0.0007, ,0x661bd9e8e534c7D1CD9C7A30acb5C5f2D0647231, 0.0007,1.990114, ,445,1.990114,99.89,,0.6375358166,141.72%,,
0x634904251B9962B8E9882e4fCA2a8Db9c99C49741.990086971855522443 MobLP 0.0007%,0x634904251B9962B8E9882e4fCA2a8Db9c99C49741.990086,0x634904251B9962B8E9882e4fCA2a8Db9c99C49741.990086971855522443 MobLP 0.0007, ,0x634904251B9962B8E9882e4fCA2a8Db9c99C4974, 0.0007,1.990086, ,446,1.990086,99.90,,0.6389684814,142.04%,,
0xAf65ba8CA22365DbA154644F3B0484745B560b5B1.990083106880004243 MobLP 0.0007%,0xAf65ba8CA22365DbA154644F3B0484745B560b5B1.990083,0xAf65ba8CA22365DbA154644F3B0484745B560b5B1.990083106880004243 MobLP 0.0007, ,0xAf65ba8CA22365DbA154644F3B0484745B560b5B, 0.0007,1.990083, ,447,1.990083,99.90,,0.6404011461,142.36%,,
0x9151C45d9Ca7faa268f3dd15A53Ce58d16E09f161.990081958750903167 MobLP 0.0007%,0x9151C45d9Ca7faa268f3dd15A53Ce58d16E09f161.990081,0x9151C45d9Ca7faa268f3dd15A53Ce58d16E09f161.990081958750903167 MobLP 0.0007, ,0x9151C45d9Ca7faa268f3dd15A53Ce58d16E09f16, 0.0007,1.990081, ,448,1.990081,99.90,,0.6418338109,142.68%,,
0x57d2A54fBD505F3CF9bD6D67b02890742c6b31A51.990067929646926261 MobLP 0.0007%,0x57d2A54fBD505F3CF9bD6D67b02890742c6b31A51.990067,0x57d2A54fBD505F3CF9bD6D67b02890742c6b31A51.990067929646926261 MobLP 0.0007, ,0x57d2A54fBD505F3CF9bD6D67b02890742c6b31A5, 0.0007,1.990067, ,449,1.990067,99.90,,0.6432664756,142.99%,,
0x4FcEfe38F62768A852514E6441705caE6CFfb8051.99005057956162213 MobLP 0.0007%,0x4FcEfe38F62768A852514E6441705caE6CFfb8051.990050,0x4FcEfe38F62768A852514E6441705caE6CFfb8051.99005057956162213 MobLP 0.0007, ,0x4FcEfe38F62768A852514E6441705caE6CFfb805, 0.0007,1.990050, ,450,1.99005,99.90,,0.6446991404,143.31%,,
0x6746b3C9bFeC874109dC72421B09c67754E8f17C1.990031307741765199 MobLP 0.0007%,0x6746b3C9bFeC874109dC72421B09c67754E8f17C1.990031,0x6746b3C9bFeC874109dC72421B09c67754E8f17C1.990031307741765199 MobLP 0.0007, ,0x6746b3C9bFeC874109dC72421B09c67754E8f17C, 0.0007,1.990031, ,451,1.990031,99.90,,0.6461318052,143.63%,,
0x3161EdacB24305e50dC7100306d1259F1acFB20D1.990021523977344606 MobLP 0.0007%,0x3161EdacB24305e50dC7100306d1259F1acFB20D1.990021,0x3161EdacB24305e50dC7100306d1259F1acFB20D1.990021523977344606 MobLP 0.0007, ,0x3161EdacB24305e50dC7100306d1259F1acFB20D, 0.0007,1.990021, ,452,1.990021,99.90,,0.6475644699,143.95%,,
0xA8da696EC107d2971d63FB68C633A21D7a2F3e091.989589119421995598 MobLP 0.0007%,0xA8da696EC107d2971d63FB68C633A21D7a2F3e091.989589,0xA8da696EC107d2971d63FB68C633A21D7a2F3e091.989589119421995598 MobLP 0.0007, ,0xA8da696EC107d2971d63FB68C633A21D7a2F3e09, 0.0007,1.989589, ,453,1.989589,99.90,,0.6489971347,144.27%,,
0x5f919Febce7C18E055E0E717874445e2ba1dc0A01.989326405188177676 MobLP 0.0007%,0x5f919Febce7C18E055E0E717874445e2ba1dc0A01.989326,0x5f919Febce7C18E055E0E717874445e2ba1dc0A01.989326405188177676 MobLP 0.0007, ,0x5f919Febce7C18E055E0E717874445e2ba1dc0A0, 0.0007,1.989326, ,454,1.989326,99.90,,0.6504297994,144.59%,,
0xB53363c93A152e82851C15a89BfDc209B49d321E1.988108549385905426 MobLP 0.0007%,0xB53363c93A152e82851C15a89BfDc209B49d321E1.988108,0xB53363c93A152e82851C15a89BfDc209B49d321E1.988108549385905426 MobLP 0.0007, ,0xB53363c93A152e82851C15a89BfDc209B49d321E, 0.0007,1.988108, ,455,1.988108,99.90,,0.6518624642,144.90%,,
0xF2209E00b4345aeD784959F1d2F55B6B39A62A961.988026653733607269 MobLP 0.0007%,0xF2209E00b4345aeD784959F1d2F55B6B39A62A961.988026,0xF2209E00b4345aeD784959F1d2F55B6B39A62A961.988026653733607269 MobLP 0.0007, ,0xF2209E00b4345aeD784959F1d2F55B6B39A62A96, 0.0007,1.988026, ,456,1.988026,99.90,,0.6532951289,145.22%,,
0xaAa04510f0527D3BB47f076C12C0d0928d93af421.988025921235393662 MobLP 0.0007%,0xaAa04510f0527D3BB47f076C12C0d0928d93af421.988025,0xaAa04510f0527D3BB47f076C12C0d0928d93af421.988025921235393662 MobLP 0.0007, ,0xaAa04510f0527D3BB47f076C12C0d0928d93af42, 0.0007,1.988025, ,457,1.988025,99.90,,0.6547277937,145.54%,,
0x842bAfA0F311C0822439e49792dEa07e468B64E01.980908162666350281 MobLP 0.0007%,0x842bAfA0F311C0822439e49792dEa07e468B64E01.980908,0x842bAfA0F311C0822439e49792dEa07e468B64E01.980908162666350281 MobLP 0.0007, ,0x842bAfA0F311C0822439e49792dEa07e468B64E0, 0.0007,1.980908, ,458,1.980908,99.90,,0.6561604585,145.86%,,
0x9762449E2B86573891afa3496d9A333cc92Aa2141.963619463097811667 MobLP 0.0007%,0x9762449E2B86573891afa3496d9A333cc92Aa2141.963619,0x9762449E2B86573891afa3496d9A333cc92Aa2141.963619463097811667 MobLP 0.0007, ,0x9762449E2B86573891afa3496d9A333cc92Aa214, 0.0007,1.963619, ,459,1.963619,99.90,,0.6575931232,146.18%,,
0xf886F4CE349B00E62A2c43158C63f974A89915441.96361095862717831 MobLP 0.0007%,0xf886F4CE349B00E62A2c43158C63f974A89915441.963610,0xf886F4CE349B00E62A2c43158C63f974A89915441.96361095862717831 MobLP 0.0007, ,0xf886F4CE349B00E62A2c43158C63f974A8991544, 0.0007,1.963610, ,460,1.96361,99.91,,0.659025788,146.50%,,
0x68B99FDE7ebbb8aD5Cf280D7f46Ee9cf61D8c58F1.963602454443870244 MobLP 0.0007%,0x68B99FDE7ebbb8aD5Cf280D7f46Ee9cf61D8c58F1.963602,0x68B99FDE7ebbb8aD5Cf280D7f46Ee9cf61D8c58F1.963602454443870244 MobLP 0.0007, ,0x68B99FDE7ebbb8aD5Cf280D7f46Ee9cf61D8c58F, 0.0007,1.963602, ,461,1.963602,99.91,,0.6604584527,146.82%,,
0x100bFa93365f7be12F92eAC104a66A7545cc57b41.9635946858287062 MobLP 0.0007%,0x100bFa93365f7be12F92eAC104a66A7545cc57b41.963594,0x100bFa93365f7be12F92eAC104a66A7545cc57b41.9635946858287062 MobLP 0.0007, ,0x100bFa93365f7be12F92eAC104a66A7545cc57b4, 0.0007,1.963594, ,462,1.963594,99.91,,0.6618911175,147.13%,,
0xCf69352A841545C6EFBf5358fb7370A047c1F4F91.96358618208945809 MobLP 0.0007%,0xCf69352A841545C6EFBf5358fb7370A047c1F4F91.963586,0xCf69352A841545C6EFBf5358fb7370A047c1F4F91.96358618208945809 MobLP 0.0007, ,0xCf69352A841545C6EFBf5358fb7370A047c1F4F9, 0.0007,1.963586, ,463,1.963586,99.91,,0.6633237822,147.45%,,
0x68e5f7135e81fE5eFb34e06e6424Cb0E4F5ACde61.963577678659360568 MobLP 0.0007%,0x68e5f7135e81fE5eFb34e06e6424Cb0E4F5ACde61.963577,0x68e5f7135e81fE5eFb34e06e6424Cb0E4F5ACde61.963577678659360568 MobLP 0.0007, ,0x68e5f7135e81fE5eFb34e06e6424Cb0E4F5ACde6, 0.0007,1.963577, ,464,1.963577,99.91,,0.664756447,147.77%,,
0xf7FE61984e970697A5E30e702D569968936d08721.963484495141828244 MobLP 0.0007%,0xf7FE61984e970697A5E30e702D569968936d08721.963484,0xf7FE61984e970697A5E30e702D569968936d08721.963484495141828244 MobLP 0.0007, ,0xf7FE61984e970697A5E30e702D569968936d0872, 0.0007,1.963484, ,465,1.963484,99.91,,0.6661891117,148.09%,,
0x396cE2A3e78a7bcf92c6c9b25d46b6c85fc9df8B1.963331123048576807 MobLP 0.0007%,0x396cE2A3e78a7bcf92c6c9b25d46b6c85fc9df8B1.963331,0x396cE2A3e78a7bcf92c6c9b25d46b6c85fc9df8B1.963331123048576807 MobLP 0.0007, ,0x396cE2A3e78a7bcf92c6c9b25d46b6c85fc9df8B, 0.0007,1.963331, ,466,1.963331,99.91,,0.6676217765,148.41%,,
0x2Fa1229E45c8a26d913e66daf0d09D1589785cF11.963100668436322761 MobLP 0.0007%,0x2Fa1229E45c8a26d913e66daf0d09D1589785cF11.963100,0x2Fa1229E45c8a26d913e66daf0d09D1589785cF11.963100668436322761 MobLP 0.0007, ,0x2Fa1229E45c8a26d913e66daf0d09D1589785cF1, 0.0007,1.963100, ,467,1.9631,99.91,,0.6690544413,148.73%,,
0x73C935bD823B48E8841e7b9800853566031636dA1.962930005558454346 MobLP 0.0007%,0x73C935bD823B48E8841e7b9800853566031636dA1.962930,0x73C935bD823B48E8841e7b9800853566031636dA1.962930005558454346 MobLP 0.0007, ,0x73C935bD823B48E8841e7b9800853566031636dA, 0.0007,1.962930, ,468,1.96293,99.91,,0.670487106,149.04%,,
0x67456A2D43C09592B0a6f5cA6291413068C25A7b1.962806738670986938 MobLP 0.0007%,0x67456A2D43C09592B0a6f5cA6291413068C25A7b1.962806,0x67456A2D43C09592B0a6f5cA6291413068C25A7b1.962806738670986938 MobLP 0.0007, ,0x67456A2D43C09592B0a6f5cA6291413068C25A7b, 0.0007,1.962806, ,469,1.962806,99.91,,0.6719197708,149.36%,,
0xe692ADD8C55530c55C13B62ecaE11A10A87F37401.962723274075511112 MobLP 0.0007%,0xe692ADD8C55530c55C13B62ecaE11A10A87F37401.962723,0xe692ADD8C55530c55C13B62ecaE11A10A87F37401.962723274075511112 MobLP 0.0007, ,0xe692ADD8C55530c55C13B62ecaE11A10A87F3740, 0.0007,1.962723, ,470,1.962723,99.91,,0.6733524355,149.68%,,
0x02D58ce5C6Fd2F95C669Fab09a9627D73414d3021.962720609226290304 MobLP 0.0007%,0x02D58ce5C6Fd2F95C669Fab09a9627D73414d3021.962720,0x02D58ce5C6Fd2F95C669Fab09a9627D73414d3021.962720609226290304 MobLP 0.0007, ,0x02D58ce5C6Fd2F95C669Fab09a9627D73414d302, 0.0007,1.962720, ,471,1.96272,99.91,,0.6747851003,150.00%,,
0x0ECC3272530F975751F3AE00B40FE4237C1618e51.962456055629391123 MobLP 0.0007%,0x0ECC3272530F975751F3AE00B40FE4237C1618e51.962456,0x0ECC3272530F975751F3AE00B40FE4237C1618e51.962456055629391123 MobLP 0.0007, ,0x0ECC3272530F975751F3AE00B40FE4237C1618e5, 0.0007,1.962456, ,472,1.962456,99.91,,0.676217765,150.32%,,
0xFB9c171591251b8FBDd85B8aFBfF2f0992B65A291.962304194852681425 MobLP 0.0007%,0xFB9c171591251b8FBDd85B8aFBfF2f0992B65A291.962304,0xFB9c171591251b8FBDd85B8aFBfF2f0992B65A291.962304194852681425 MobLP 0.0007, ,0xFB9c171591251b8FBDd85B8aFBfF2f0992B65A29, 0.0007,1.962304, ,473,1.962304,99.91,,0.6776504298,150.64%,,
0x0e5F07E2817CE56760ae52e6B64b6BdB60224a461.962083530219718371 MobLP 0.0007%,0x0e5F07E2817CE56760ae52e6B64b6BdB60224a461.962083,0x0e5F07E2817CE56760ae52e6B64b6BdB60224a461.962083530219718371 MobLP 0.0007, ,0x0e5F07E2817CE56760ae52e6B64b6BdB60224a46, 0.0007,1.962083, ,474,1.962083,99.92,,0.6790830946,150.96%,,
0xE02B4644dDCFe94D26b054692f35F24af59Dea371.961634834043237342 MobLP 0.0007%,0xE02B4644dDCFe94D26b054692f35F24af59Dea371.961634,0xE02B4644dDCFe94D26b054692f35F24af59Dea371.961634834043237342 MobLP 0.0007, ,0xE02B4644dDCFe94D26b054692f35F24af59Dea37, 0.0007,1.961634, ,475,1.961634,99.92,,0.6805157593,151.27%,,
